flat,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,hawker,hawker_dist,num_hawker_2km,school,school_dist,num_school_2km
426 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.421,2,0.356,13,Blk 409 Ang Mo Kio Ave 10,0.786,4,Jing Shan Primary School,0.331,7
311 YISHUN RING RD,YISHUN MRT STATION,0.688,2,0.242,15,Chong Pang Market & Food Centre,1.366,2,Xishan Primary School,0.4,10
271 TOH GUAN RD,BUKIT BATOK MRT STATION,0.894,5,0.69,19,Market Street Food Centre,0.968,1,Yuhua Primary School,0.585,8
114 YISHUN RING RD,YISHUN MRT STATION,1.029,3,0.435,14,Chong Pang Market & Food Centre,0.294,2,Ahmad Ibrahim Primary School,0.668,7
157 BISHAN ST 13,BISHAN MRT STATION,1.02,9,0.653,15,Blk 210 Toa Payoh Lorong 8,0.677,6,Kuo Chuan Presbyterian Primary School,0.413,12
754 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.943,4,0.426,14,Blks 20/21 Marsiling Lane,1.867,2,Evergreen Primary School,0.145,10
923 HOUGANG AVE 9,HOUGANG MRT STATION,1.182,8,0.384,19,Market Street Food Centre,1.917,2,Hougang Primary School,0.271,12
56 JLN MA'MOR,BOON KENG MRT STATION,1.119,9,0.401,21,Blk 75 Toa Payoh Lorong 5,0.961,6,Hong Wen School,0.718,7
392 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.801,12,0.213,13,Market Street Food Centre,3.022,0,Dazhong Primary School,0.915,7
434A FERNVALE RD,FERNVALE LRT STATION,0.275,8,0.329,7,Chomp Chomp Food Centre,3.507,0,Sengkang Green Primary School,0.209,6
213 TAMPINES ST 23,TAMPINES EAST MRT STATION,0.171,5,0.181,17,Market Street Food Centre,1.469,1,Chongzheng Primary School,0.533,12
184 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.712,5,0.126,19,Market Street Food Centre,0.742,1,Princess Elizabeth Primary School,0.453,8
223 TAMPINES ST 24,TAMPINES EAST MRT STATION,0.179,7,0.215,17,Market Street Food Centre,1.462,1,Gongshang Primary School,0.499,12
142 PASIR RIS ST 11,TAMPINES EAST MRT STATION,0.935,4,0.615,15,Market Street Food Centre,2.553,0,White Sands Primary School,0.323,10
3 MARINE TER,KEMBANGAN MRT STATION,1.947,1,0.31,10,Blk 50A Marine Terrace,0.286,3,Ngee Ann Primary School,0.16,7
66 KALLANG BAHRU,GEYLANG BAHRU MRT STATION,0.239,9,0.064,30,North Bridge Road Market & Food Centre,1.731,6,Bendemeer Primary School,0.518,5
105D EDGEFIELD PLAINS,COVE LRT STATION,0.246,23,0.412,18,Market Street Food Centre,4.722,0,Rivervale Primary School,0.423,17
678 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.074,4,0.0,15,Blks 20/21 Marsiling Lane,2.714,0,Admiralty Primary School,0.325,10
663B JURONG WEST ST 65,PIONEER MRT STATION,0.476,2,0.437,8,Taman Jurong Market & Food Centre,2.255,0,Frontier Primary School,0.284,10
515 HOUGANG AVE 10,HOUGANG MRT STATION,0.39,7,0.314,20,Market Street Food Centre,1.509,2,Montfort Junior School,0.161,12
4 JLN BT HO SWEE,TIONG BAHRU MRT STATION,0.489,11,0.36,26,Tiong Bahru Market,0.31,14,Zhangde Primary School,0.687,7
354C ADMIRALTY DR,SEMBAWANG MRT STATION,0.267,1,0.133,13,Chong Pang Market & Food Centre,2.363,0,Canberra Primary School,0.278,7
330 WOODLANDS AVE 1,MARSILING MRT STATION,0.584,5,0.31,7,Blks 20/21 Marsiling Lane,1.519,2,Fuchun Primary School,0.087,7
109 BT PURMEI RD,HARBOURFRONT MRT STATION,1.029,7,0.79,15,Blk 112 Jalan Bukit Merah,0.676,5,Radin Mas Primary School,0.169,7
360 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.855,4,0.206,13,Market Street Food Centre,2.265,0,East Spring Primary School,0.331,9
124A BT MERAH VIEW,TIONG BAHRU MRT STATION,0.493,4,0.4,17,Blk 115 Bukit Merah View,0.127,8,Zhangde Primary School,0.361,7
407 FAJAR RD,FAJAR LRT STATION,0.441,13,0.362,11,Bukit Timah Market,4.722,0,Zhenghua Primary School,0.238,8
759 YISHUN ST 72,YISHUN MRT STATION,0.405,2,0.094,16,Chong Pang Market & Food Centre,0.777,2,Jiemin Primary School,0.351,10
498A TAMPINES ST 45,TAMPINES EAST MRT STATION,0.706,4,0.565,17,Market Street Food Centre,2.33,0,White Sands Primary School,0.546,9
683A CHOA CHU KANG CRES,YEW TEE MRT STATION,0.731,1,0.759,6,Blks 20/21 Marsiling Lane,5.608,0,Unity Primary School,0.185,4
263 SERANGOON CTRL DR,SERANGOON MRT STATION,0.364,6,0.087,10,Serangoon Garden Market,1.173,4,Yangzheng Primary School,0.687,9
783 YISHUN RING RD,KHATIB MRT STATION,0.493,2,0.036,16,Chong Pang Market & Food Centre,1.162,2,Peiying Primary School,0.572,10
408 PANDAN GDNS,JURONG EAST MRT STATION,1.805,3,0.733,12,Blk 448 Clementi Ave 3,1.829,1,Qifa Primary School,1.038,3
235 TAMPINES ST 21,TAMPINES MRT STATION,0.425,6,0.263,18,Market Street Food Centre,1.189,1,Gongshang Primary School,0.215,12
493B TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.729,4,0.246,18,Market Street Food Centre,2.043,0,Tampines North Primary School,0.421,13
194B BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.68,5,0.279,19,Market Street Food Centre,0.813,1,Yuhua Primary School,0.491,8
269C COMPASSVALE LINK,RANGGUNG LRT STATION,0.12,13,0.195,16,Market Street Food Centre,2.935,0,North Vista Primary School,0.089,17
102 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.313,5,0.311,20,Market Street Food Centre,1.15,1,Bukit View Primary School,0.722,8
666 JLN DAMAI,KAKI BUKIT MRT STATION,0.159,5,0.425,11,Blk 4A Eunos Crescent,1.525,2,Telok Kurau Primary School,0.421,5
180A RIVERVALE CRES,RUMBIA LRT STATION,0.43,17,0.583,16,Market Street Food Centre,4.332,0,Mee Toh School,0.496,13
507B WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.565,1,0.429,10,Chong Pang Market & Food Centre,2.398,0,Wellington Primary School,0.163,5
321 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.544,4,0.39,13,Market Street Food Centre,2.264,0,Dazhong Primary School,0.25,6
520 WEST COAST RD,CLEMENTI MRT STATION,1.07,1,0.529,10,Blk 726 Clementi West Street 2,0.633,3,Qifa Primary School,0.747,4
443 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.421,5,0.212,18,Market Street Food Centre,1.696,1,Gongshang Primary School,0.358,14
301D PUNGGOL PL,PUNGGOL LRT STATION,0.348,23,0.113,17,Market Street Food Centre,5.46,0,Punggol View Primary School,0.083,14
91 C'WEALTH DR,COMMONWEALTH MRT STATION,0.412,7,0.483,14,Commonwealth Crescent Market,0.132,4,New Town Primary School,0.69,5
686 HOUGANG ST 61,HOUGANG MRT STATION,0.917,7,0.238,17,Market Street Food Centre,1.844,2,Yio Chu Kang Primary School,0.243,12
339B SEMBAWANG CL,SEMBAWANG MRT STATION,0.3,1,0.213,13,Chong Pang Market & Food Centre,2.151,0,Canberra Primary School,0.411,7
709 YISHUN AVE 5,YISHUN MRT STATION,0.815,2,0.254,14,Chong Pang Market & Food Centre,0.331,2,Jiemin Primary School,0.315,10
194 PASIR RIS ST 12,TAMPINES EAST MRT STATION,1.222,2,0.351,12,Market Street Food Centre,2.828,0,White Sands Primary School,0.146,9
168B PUNGGOL EAST,CORAL EDGE LRT STATION,0.171,14,0.107,12,Market Street Food Centre,4.999,0,Greendale Primary School,0.286,12
870 WOODLANDS ST 81,WOODLANDS MRT STATION,0.76,4,0.257,13,Blks 20/21 Marsiling Lane,1.281,2,Qihua Primary School,0.154,12
643 CHOA CHU KANG ST 64,YEW TEE MRT STATION,0.173,3,0.277,8,Blks 20/21 Marsiling Lane,5.883,0,Yew Tee Primary School,0.331,6
635B SENJA RD,SENJA LRT STATION,0.677,17,0.325,16,Market Street Food Centre,5.26,0,West View Primary School,0.429,11
543 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.535,5,0.244,8,Market Street Food Centre,5.633,0,De La Salle School,0.127,8
145 SIMEI ST 2,SIMEI MRT STATION,0.306,8,0.368,17,Market Street Food Centre,1.217,1,Angsana Primary School,0.584,9
171B EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.119,16,0.088,12,Market Street Food Centre,4.955,0,Greendale Primary School,0.172,12
112 MCNAIR RD,BOON KENG MRT STATION,0.349,12,0.08,29,Pek Kio Market & Food Centre,1.113,6,Hong Wen School,0.172,5
590A MONTREAL LINK,SEMBAWANG MRT STATION,0.749,1,0.835,11,Chong Pang Market & Food Centre,2.067,0,Wellington Primary School,0.514,6
546B SEGAR RD,SEGAR LRT STATION,0.117,11,0.071,8,Bukit Timah Market,5.498,0,Greenridge Primary School,0.397,7
108 BEDOK NTH RD,BEDOK RESERVOIR MRT STATION,0.619,4,0.161,20,Market Street Food Centre,0.63,8,Red Swastika School,0.218,8
708 BEDOK NTH RD,BEDOK NORTH MRT STATION,0.154,5,0.381,17,Blk 538 Bedok North Street 3,0.676,4,Damai Primary School,0.223,6
365 CORPORATION DR,LAKESIDE MRT STATION,0.728,3,0.297,13,Taman Jurong Market & Food Centre,0.367,2,Lakeside Primary School,0.239,6
700B ANG MO KIO AVE 6,ANG MO KIO MRT STATION,0.393,2,0.249,12,Blk 724 Ang Mo Kio Ave 6,0.31,3,Teck Ghee Primary School,0.69,9
571 PASIR RIS ST 53,PASIR RIS MRT STATION,0.396,1,0.453,10,Market Street Food Centre,3.068,0,Elias Park Primary School,0.168,9
145 TAMPINES ST 12,TAMPINES MRT STATION,0.522,6,0.384,18,Market Street Food Centre,0.393,1,Tampines Primary School,0.114,10
683C JURONG WEST ST 64,BOON LAY MRT STATION,0.546,3,0.45,11,Blk 505 Jurong West Street 52,1.682,1,West Grove Primary School,0.626,12
501 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.484,6,0.275,10,Market Street Food Centre,5.135,0,De La Salle School,0.565,8
298 TAMPINES ST 22,TAMPINES EAST MRT STATION,0.487,6,0.268,14,Market Street Food Centre,1.332,1,Chongzheng Primary School,0.392,10
670 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.603,2,0.664,7,Blks 20/21 Marsiling Lane,5.532,0,Unity Primary School,0.104,4
210 BOON LAY PL,LAKESIDE MRT STATION,0.971,2,0.15,10,Blk 505 Jurong West Street 52,0.652,2,Boon Lay Garden Primary School,0.495,10
193 PASIR RIS ST 12,TAMPINES EAST MRT STATION,1.214,2,0.336,12,Market Street Food Centre,2.815,0,White Sands Primary School,0.179,9
610 HOUGANG AVE 8,HOUGANG MRT STATION,0.813,4,0.359,20,Market Street Food Centre,1.246,2,Xinmin Primary School,0.257,11
489B TAMPINES ST 45,TAMPINES EAST MRT STATION,0.651,4,0.496,17,Market Street Food Centre,2.27,0,White Sands Primary School,0.605,10
208 TAMPINES ST 21,TAMPINES EAST MRT STATION,0.578,6,0.249,12,Market Street Food Centre,1.137,1,Chongzheng Primary School,0.192,10
642 YISHUN ST 61,KHATIB MRT STATION,0.636,2,0.501,16,Chong Pang Market & Food Centre,1.525,2,Northland Primary School,0.387,10
422 SERANGOON CTRL,SERANGOON MRT STATION,0.287,6,0.464,13,Market Street Food Centre,1.591,3,Maris Stella High School,0.773,9
887C WOODLANDS DR 50,WOODLANDS MRT STATION,0.758,4,0.08,14,Blks 20/21 Marsiling Lane,2.08,0,Woodlands Primary School,0.351,11
289F BT BATOK ST 25,BUKIT BATOK MRT STATION,1.159,3,0.301,16,Bukit Timah Market,1.973,1,Keming Primary School,0.305,5
320 SEMBAWANG CL,SEMBAWANG MRT STATION,0.318,1,0.206,13,Chong Pang Market & Food Centre,1.926,2,Sembawang Primary School,0.286,7
501 HOUGANG AVE 8,HOUGANG MRT STATION,0.654,6,0.141,18,Market Street Food Centre,1.435,2,Montfort Junior School,0.366,11
101 HOUGANG AVE 1,KOVAN MRT STATION,0.911,3,0.156,11,Market Street Food Centre,0.748,2,Xinghua Primary School,0.343,4
332 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.952,5,0.426,17,Blk 409 Ang Mo Kio Ave 10,0.387,5,Townsville Primary School,0.276,12
874 YISHUN ST 81,KHATIB MRT STATION,0.41,2,0.139,13,Chong Pang Market & Food Centre,1.966,1,Naval Base Primary School,0.32,7
927 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.243,6,0.571,19,Market Street Food Centre,0.468,2,Junyuan Primary School,0.237,12
334 HOUGANG AVE 5,HOUGANG MRT STATION,0.678,5,0.428,15,Market Street Food Centre,1.71,2,Holy Innocents' Primary School,0.477,9
608 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.619,5,0.108,15,Blk 538 Bedok North Street 3,1.272,3,Telok Kurau Primary School,0.267,6
152 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.773,2,0.287,11,Blk 724 Ang Mo Kio Ave 6,0.865,2,Mayflower Primary School,0.346,7
158 SIMEI RD,UPPER CHANGI MRT STATION,0.345,6,0.752,16,Market Street Food Centre,1.671,1,Changkat Primary School,0.948,7
291 BISHAN ST 24,BISHAN MRT STATION,0.652,5,0.211,15,Blk 320 Shunfu Road,1.002,4,Catholic High School (Primary),0.199,11
413 EUNOS RD 5,EUNOS MRT STATION,0.514,10,0.218,23,Geylang Serai Market,0.218,9,Haig Girls' School,0.859,10
136 BEDOK NTH AVE 3,BEDOK MRT STATION,0.746,4,0.406,19,Blk 216 Bedok North Street 1,0.254,7,Fengshan Primary School,0.431,7
486 PASIR RIS DR 4,PASIR RIS MRT STATION,1.246,1,0.149,9,Blks 2 & 3 Changi Village Road,3.51,0,Pasir Ris Primary School,0.346,4
859A TAMPINES AVE 5,TAMPINES MRT STATION,0.553,4,0.418,13,Market Street Food Centre,1.297,1,Poi Ching School,0.424,9
47 MARINE CRES,KEMBANGAN MRT STATION,1.694,2,0.317,15,Blk 50A Marine Terrace,0.357,3,Tao Nan School,0.119,7
265 YISHUN ST 22,YISHUN MRT STATION,0.878,1,0.119,13,Chong Pang Market & Food Centre,1.252,2,Chongfu School,0.223,8
106D PUNGGOL FIELD,MERIDIAN LRT STATION,0.192,22,0.209,15,Market Street Food Centre,4.877,0,Edgefield Primary School,0.278,16
50 TEBAN GDNS RD,JURONG EAST MRT STATION,1.476,2,0.204,15,Taman Jurong Market & Food Centre,2.386,0,Fuhua Primary School,1.768,1
113 DEPOT RD,LABRADOR PARK MRT STATION,1.115,5,0.341,12,ABC Brickworks Market & Food Centre,0.611,5,Blangah Rise Primary School,0.605,3
434 HOUGANG AVE 8,HOUGANG MRT STATION,0.595,9,0.423,15,Market Street Food Centre,2.108,0,Punggol Primary School,0.165,13
36 CIRCUIT RD,MACPHERSON MRT STATION,0.425,10,0.148,20,Blks 79/79A Circuit Road,0.343,6,Canossa Catholic Primary School,0.587,7
520A TAMPINES CTRL 8,TAMPINES MRT STATION,0.408,4,0.647,14,Market Street Food Centre,1.39,1,Poi Ching School,0.524,9
412 C'WEALTH AVE WEST,CLEMENTI MRT STATION,0.745,2,0.255,17,Blk 353 Clementi Ave 2,0.385,4,Pei Tong Primary School,0.677,5
515 JURONG WEST ST 52,LAKESIDE MRT STATION,0.229,3,0.467,11,Blk 505 Jurong West Street 52,0.443,3,Shuqun Primary School,0.18,6
675B JURONG WEST ST 64,BOON LAY MRT STATION,0.836,3,0.336,10,Blk 505 Jurong West Street 52,1.703,1,Westwood Primary School,0.38,11
443 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,0.873,5,0.39,10,Blk 505 Jurong West Street 52,4.092,0,Concord Primary School,0.203,6
25 TOA PAYOH EAST,TOA PAYOH MRT STATION,1.061,6,0.168,16,Blk 75 Toa Payoh Lorong 5,0.524,5,Pei Chun Public School,0.449,10
489A CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.758,6,0.315,10,Market Street Food Centre,3.563,0,Chua Chu Kang Primary School,0.289,4
962 HOUGANG AVE 9,TONGKANG LRT STATION,1.527,6,0.255,16,Chomp Chomp Food Centre,1.994,1,Hougang Primary School,0.272,10
114 CLEMENTI ST 13,CLEMENTI MRT STATION,1.154,4,0.202,12,Blk 353 Clementi Ave 2,1.055,3,Pei Tong Primary School,0.918,7
101 JLN RAJAH,TOA PAYOH MRT STATION,0.559,6,0.319,19,Blk 75 Toa Payoh Lorong 5,0.834,6,Kheng Cheng School,1.027,9
555 JURONG WEST ST 42,LAKESIDE MRT STATION,1.067,2,0.248,7,Blk 505 Jurong West Street 52,0.446,1,Shuqun Primary School,0.729,6
219 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,1.082,5,0.145,14,Blk 724 Ang Mo Kio Ave 6,0.945,4,Ang Mo Kio Primary School,0.386,8
452 SIN MING AVE,MARYMOUNT MRT STATION,1.533,1,0.418,7,Blk 320 Shunfu Road,1.088,2,Ai Tong School,0.427,3
907 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.574,6,0.516,13,Market Street Food Centre,0.821,1,Junyuan Primary School,0.304,10
839 WOODLANDS ST 82,WOODLANDS MRT STATION,0.848,4,0.087,15,Blks 20/21 Marsiling Lane,1.621,2,Evergreen Primary School,0.354,10
610 YISHUN ST 61,KHATIB MRT STATION,0.496,2,0.398,16,Chong Pang Market & Food Centre,1.467,2,Northland Primary School,0.539,9
391 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.789,11,0.172,13,Market Street Food Centre,2.983,0,Dazhong Primary School,0.877,6
432A SENGKANG WEST WAY,FERNVALE LRT STATION,0.332,8,0.387,8,Chomp Chomp Food Centre,3.578,0,Sengkang Green Primary School,0.305,7
275A BISHAN ST 24,BISHAN MRT STATION,0.83,5,0.061,15,Blk 320 Shunfu Road,0.891,3,Catholic High School (Primary),0.271,11
845 JURONG WEST ST 81,PIONEER MRT STATION,1.023,2,0.338,8,Blk 505 Jurong West Street 52,3.025,0,Xingnan Primary School,0.488,8
410 SEMBAWANG DR,SEMBAWANG MRT STATION,0.475,1,0.053,13,Chong Pang Market & Food Centre,2.587,0,Endeavour Primary School,0.157,6
243 SIMEI ST 5,SIMEI MRT STATION,0.22,8,0.276,17,Market Street Food Centre,1.183,1,Changkat Primary School,0.537,9
203 BT BATOK ST 21,BUKIT BATOK MRT STATION,0.2,5,0.199,20,Market Street Food Centre,1.322,1,Bukit View Primary School,0.545,8
163 WOODLANDS ST 13,MARSILING MRT STATION,0.055,4,0.054,6,Blks 20/21 Marsiling Lane,1.202,2,Marsiling Primary School,0.1,7
302 HOUGANG AVE 5,HOUGANG MRT STATION,0.394,5,0.263,17,Market Street Food Centre,1.41,2,Holy Innocents' Primary School,0.182,10
178A RIVERVALE CRES,BAKAU LRT STATION,0.481,18,0.695,15,Market Street Food Centre,4.221,0,Mee Toh School,0.635,13
619 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.784,2,0.5,10,Blk 724 Ang Mo Kio Ave 6,1.127,2,Mayflower Primary School,0.415,6
232 PASIR RIS DR 4,PASIR RIS MRT STATION,1.397,1,0.133,9,Blks 2 & 3 Changi Village Road,3.36,0,Pasir Ris Primary School,0.284,4
255 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.707,2,0.136,10,Market Street Food Centre,3.336,0,White Sands Primary School,0.47,5
527C PASIR RIS ST 51,PASIR RIS MRT STATION,0.423,4,0.035,16,Market Street Food Centre,2.68,0,Elias Park Primary School,0.65,10
812 JURONG WEST ST 81,PIONEER MRT STATION,0.979,2,0.529,9,Blk 505 Jurong West Street 52,2.54,0,Pioneer Primary School,0.295,9
183 YUNG SHENG RD,LAKESIDE MRT STATION,1.233,3,0.113,15,Taman Jurong Market & Food Centre,0.205,2,Lakeside Primary School,0.75,5
108 MCNAIR RD,BOON KENG MRT STATION,0.355,12,0.0,29,Pek Kio Market & Food Centre,1.185,6,Hong Wen School,0.196,4
314 YISHUN RING RD,YISHUN MRT STATION,0.792,2,0.197,15,Chong Pang Market & Food Centre,1.471,2,Xishan Primary School,0.485,9
710 HOUGANG AVE 2,HOUGANG MRT STATION,0.712,3,0.756,19,Market Street Food Centre,0.863,2,Holy Innocents' Primary School,0.69,13
208 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.334,12,0.428,14,Market Street Food Centre,4.358,0,South View Primary School,0.212,8
4C ST. GEORGE'S LANE,BOON KENG MRT STATION,0.316,10,0.169,28,Pek Kio Market & Food Centre,1.352,5,Hong Wen School,0.357,4
51 CIRCUIT RD,MATTAR MRT STATION,0.364,11,0.341,28,Blk 89 Circuit Road,0.104,8,Canossa Catholic Primary School,0.435,6
634 PASIR RIS DR 1,PASIR RIS MRT STATION,1.081,1,0.185,6,Market Street Food Centre,3.588,0,Park View Primary School,0.126,5
230 YISHUN ST 21,YISHUN MRT STATION,0.595,2,0.131,15,Chong Pang Market & Food Centre,0.964,2,Xishan Primary School,0.176,8
283 YISHUN AVE 6,YISHUN MRT STATION,1.209,1,0.418,12,Chong Pang Market & Food Centre,1.491,2,Chongfu School,0.122,7
134 BISHAN ST 12,BISHAN MRT STATION,0.729,7,0.405,12,Blk 210 Toa Payoh Lorong 8,0.623,7,Guangyang Primary School,0.294,13
475D UPP SERANGOON CRES,KANGKAR LRT STATION,0.992,9,0.444,13,Market Street Food Centre,2.392,0,CHIJ Our Lady of the Nativity,0.377,10
605 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.969,2,0.698,7,Sembawang Hill Food Centre,1.163,2,Mayflower Primary School,0.397,5
339D KANG CHING RD,LAKESIDE MRT STATION,0.622,3,0.461,13,Taman Jurong Market & Food Centre,0.451,3,Lakeside Primary School,0.457,6
122 PASIR RIS ST 11,PASIR RIS MRT STATION,0.917,4,0.551,16,Market Street Food Centre,2.58,0,Casuarina Primary School,0.718,10
31 TEBAN GDNS RD,JURONG EAST MRT STATION,1.468,2,0.232,15,Taman Jurong Market & Food Centre,2.507,0,Fuhua Primary School,1.819,1
631 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.584,4,0.516,13,Blks 20/21 Marsiling Lane,2.852,0,Woodlands Ring Primary School,0.443,10
722 TAMPINES ST 72,TAMPINES MRT STATION,0.959,3,0.523,12,Market Street Food Centre,1.879,1,Poi Ching School,0.257,10
456 YISHUN ST 41,KHATIB MRT STATION,1.313,2,0.521,15,Chong Pang Market & Food Centre,2.149,0,Northland Primary School,0.392,9
363 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.371,5,0.254,14,Market Street Food Centre,2.335,0,Dazhong Primary School,0.23,5
272D JURONG WEST ST 24,BOON LAY MRT STATION,1.397,3,0.283,8,Blk 505 Jurong West Street 52,1.566,1,Corporation Primary School,0.351,9
272D PUNGGOL WALK,PUNGGOL MRT STATION,0.267,23,0.101,18,Market Street Food Centre,5.086,0,Punggol Green Primary School,0.208,15
290C COMPASSVALE CRES,CHENG LIM LRT STATION,0.426,24,0.292,19,Market Street Food Centre,4.385,0,Compassvale Primary School,0.286,18
7 UPP ALJUNIED LANE,BARTLEY MRT STATION,0.905,10,0.047,13,Blks 79/79A Circuit Road,1.142,4,Cedar Primary School,0.357,8
173 BT BATOK WEST AVE 8,CHINESE GARDEN MRT STATION,1.003,5,0.251,21,Market Street Food Centre,0.449,1,Princess Elizabeth Primary School,0.343,8
858 WOODLANDS ST 83,ADMIRALTY MRT STATION,0.729,4,0.299,15,Blks 20/21 Marsiling Lane,1.958,2,Evergreen Primary School,0.427,10
23 BEDOK STH AVE 1,BEDOK MRT STATION,0.332,3,0.246,21,Blk 208B New Upper Changi Road,0.302,8,Bedok Green Primary School,0.557,7
615 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.467,3,0.463,7,Blks 20/21 Marsiling Lane,5.907,0,Unity Primary School,0.305,4
467B ADMIRALTY DR,SEMBAWANG MRT STATION,0.751,2,0.136,18,Chong Pang Market & Food Centre,2.685,0,Canberra Primary School,0.247,8
63 NEW UPP CHANGI RD,TANAH MERAH MRT STATION,0.803,3,0.188,18,Blk 58 New Upper Changi Road,0.14,9,Bedok Green Primary School,0.232,6
673 WOODLANDS DR 71,ADMIRALTY MRT STATION,0.186,4,0.162,15,Blks 20/21 Marsiling Lane,2.595,0,Admiralty Primary School,0.381,10
765 JURONG WEST ST 74,PIONEER MRT STATION,1.386,2,0.577,10,Blk 505 Jurong West Street 52,2.232,0,Westwood Primary School,0.399,9
266D PUNGGOL WAY,SOO TECK LRT STATION,0.096,19,0.145,16,Market Street Food Centre,5.243,0,Valour Primary School,0.24,14
203 CHOA CHU KANG AVE 1,KEAT HONG LRT STATION,0.305,13,0.285,15,Market Street Food Centre,4.383,0,South View Primary School,0.355,8
25 TECK WHYE LANE,TECK WHYE LRT STATION,0.216,17,0.129,18,Market Street Food Centre,4.281,0,Teck Whye Primary School,0.661,10
554 PASIR RIS ST 51,PASIR RIS MRT STATION,0.684,4,0.589,15,Market Street Food Centre,2.698,0,Casuarina Primary School,0.637,11
173 WOODLANDS ST 13,MARSILING MRT STATION,0.417,5,0.418,9,Blks 20/21 Marsiling Lane,1.162,2,Fuchun Primary School,0.278,7
470 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.024,4,0.439,18,Blk 409 Ang Mo Kio Ave 10,0.224,4,Townsville Primary School,0.551,10
80 BEDOK NTH RD,TANAH MERAH MRT STATION,0.651,4,0.48,18,Blk 58 New Upper Changi Road,0.477,9,Bedok Green Primary School,0.634,6
604 HOUGANG AVE 4,HOUGANG MRT STATION,0.717,5,0.263,20,Market Street Food Centre,1.315,2,Xinmin Primary School,0.32,11
135 EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.346,17,0.413,15,Market Street Food Centre,4.521,0,Mee Toh School,0.322,13
136 RIVERVALE ST,BAKAU LRT STATION,0.109,21,0.394,16,Market Street Food Centre,3.918,0,North Spring Primary School,0.288,19
415 BT BATOK WEST AVE 4,BUKIT GOMBAK MRT STATION,0.777,5,0.324,15,Market Street Food Centre,2.397,0,Dazhong Primary School,0.5,4
701 CHOA CHU KANG ST 53,YEW TEE MRT STATION,0.664,8,0.35,11,Market Street Food Centre,5.409,0,Kranji Primary School,0.246,9
387 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.475,5,0.172,16,Market Street Food Centre,1.919,1,East Spring Primary School,0.434,11
316 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.612,7,0.443,17,Market Street Food Centre,1.594,1,East Spring Primary School,0.473,9
524 BEDOK NTH ST 3,BEDOK RESERVOIR MRT STATION,0.262,5,0.197,21,Market Street Food Centre,0.179,8,Yu Neng Primary School,0.198,7
358 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.446,2,0.264,15,Blk 353 Clementi Ave 2,0.222,3,Pei Tong Primary School,0.333,5
591A MONTREAL LINK,SEMBAWANG MRT STATION,0.714,1,0.801,9,Chong Pang Market & Food Centre,2.115,0,Wellington Primary School,0.456,6
471 JURONG WEST ST 41,LAKESIDE MRT STATION,0.486,2,0.239,9,Blk 505 Jurong West Street 52,0.433,3,Shuqun Primary School,0.117,6
903 JURONG WEST ST 91,PIONEER MRT STATION,1.279,2,0.649,7,Blk 505 Jurong West Street 52,3.768,0,Juying Primary School,0.205,7
86 BEDOK NTH ST 4,BEDOK RESERVOIR MRT STATION,0.879,5,0.107,21,Blk 216 Bedok North Street 1,0.883,8,Red Swastika School,0.524,9
